Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume,RSI,Bollinger Upper Band,Bollinger Lower Band,Daily Return,Cumulative Return,20-Day Volatility,Price Volatility,EMA12,EMA26,MACD,Signal,MACD_Histogram,Daily Returns,Direction,OBV,ROC
2019-03-20,52.75,53.5,49.5,49.79999923706055,39.74241256713867,2350800,,,,,,,,,,,,,,,,39.74241256713867,39.74241256713867,0.0,0.0,0.0,,0,0,
2019-03-21,49.9900016784668,50.0,48.20000076293945,48.97999954223633,39.08802032470703,1764700,,,49.79999923706055,-0.8199996948242188,-0.01646585757804564,2350800.0,-586100.0,-0.24931938063637915,,,,-0.016465840902993634,0.9835341590970064,,,39.641736837533806,39.69393906769929,-0.05220223016548431,-0.010440446033096863,-0.041761784132387444,-0.016465840902993634,-1,-1764700,
2019-03-22,48.79999923706055,49.95000076293945,48.15999984741211,48.599998474121094,38.78477096557617,844700,,,48.97999954223633,-0.3800010681152344,-0.007758290560773706,1764700.0,-920000.0,-0.5213350711169038,,,,-0.0077581150595948944,0.9759037879256899,,,39.50989593415571,39.626593282356836,-0.11669734820112865,-0.031691826466703224,-0.08500552173442542,-0.0077581150595948944,-1,-2609400,
2019-03-25,48.599998474121094,49.400001525878906,48.0,49.150001525878906,39.22369384765625,440900,,,48.599998474121094,0.5500030517578125,0.011316935576668463,844700.0,-403800.0,-0.47803954066532495,,,,0.01131688730274183,0.9869479811119638,,,39.46586484392502,39.596748879786425,-0.1308840358614063,-0.05153026834564384,-0.07935376751576245,0.01131688730274183,1,-2168500,
2019-03-26,49.0,49.75,48.18000030517578,48.849998474121094,38.98427963256836,504700,,,49.150001525878906,-0.3000030517578125,-0.006103825888995162,440900.0,63800.0,0.1447040145157632,,,,-0.006103816127511319,0.9809238321078378,,,39.39177481140861,39.5513807873999,-0.15960597599129045,-0.07314540987477317,-0.08646056611651728,-0.006103816127511319,-1,-2673200,
2019-03-27,49.0,50.779998779296875,49.0,50.099998474121094,39.98182678222656,1788600,,,48.849998474121094,1.25,0.025588537135005307,504700.0,1283900.0,2.5438874578957797,,,,0.025588446395834685,1.006024149004126,,,39.4825520376883,39.58326567590558,-0.10071363821727886,-0.0786590555432743,-0.02205458267400455,0.025588446395834685,1,-884600,
2019-03-28,50.900001525878906,51.0,49.915000915527344,50.849998474121094,40.58035659790039,585400,,,50.099998474121094,0.75,0.014970060336177538,1788600.0,-1203200.0,-0.6727049088672705,,,,0.01497004673983282,1.0210843775361182,,,39.6514450469517,39.657124262720004,-0.005679215768303436,-0.06406308758828014,0.0583838718199767,0.01497004673983282,1,-299200,
2019-03-29,49.52000045776367,52.47999954223633,49.18000030517578,51.630001068115234,41.20283889770508,1769000,,,50.849998474121094,0.7800025939941406,0.015339284511308282,585400.0,1183600.0,2.0218653911855142,,,,0.015339498022964415,1.0367472993266134,,,39.89012102399068,39.77162164308927,0.11849938090141166,-0.027550593890341778,0.14604997479175344,0.015339498022964415,1,1469800,
2019-04-01,52.29999923706055,54.38999938964844,51.25,53.5,42.695167541503906,19663400,,,51.630001068115234,1.8699989318847656,0.036219230935472746,1769000.0,17894400.0,10.115545505935557,,,,0.03621907333870511,1.0742973257946284,,,40.32166664206964,39.988180598527386,0.3334860435422513,0.04465673359617684,0.2888293099460745,0.03621907333870511,1,21133200,
2019-04-02,55.119998931884766,57.38999938964844,54.29999923706055,56.25,44.88977813720703,17414200,,,53.5,2.75,0.051401869158878455,19663400.0,-2249200.0,-0.11438510125410661,,,,0.05140184995338748,1.1295181957404494,,1.951946591699119,41.02445302593693,40.35126189768884,0.6731911282480851,0.17036361252655852,0.5028275157215266,0.05140184995338748,1,38547400,
2019-04-03,57.08000183105469,57.20000076293945,55.5099983215332,56.880001068115234,45.392547607421875,15066200,,,56.25,0.6300010681152344,0.011200018988715366,17414200.0,-2348000.0,-0.13483249302293532,,,,0.011200088106430695,1.1421688990505592,,2.455512650434094,41.696467576934616,40.72469046878018,0.9717771081544342,0.33064631165213365,0.6411307965023005,0.011200088106430695,1,53613600,
2019-04-04,57.20000076293945,60.52000045776367,57.099998474121094,59.709999084472656,47.6509895324707,13309200,,,56.880001068115234,2.829998016357422,0.049753831983379015,15066200.0,-1757000.0,-0.1166186563300633,,,,0.049753583882997665,1.1989958951780222,,3.09306550338869,42.61254787778633,41.237749658683185,1.3747982191031412,0.5394766931423352,0.835321525960806,0.049753583882997665,1,66922800,
